"subjID"	"trial"	"pumped"	"explosion"
1	1	76	1
1	2	64	0
1	3	65	1
1	4	87	0
1	5	60	0
1	6	82	0
1	7	54	1
1	8	87	0
1	9	108	0
1	10	9	1
1	11	82	0
1	12	101	0
1	13	23	1
1	14	34	1
1	15	12	1
1	16	54	1
1	17	50	0
1	18	67	1
1	19	71	1
1	20	23	1
1	21	51	1
1	22	75	0
1	23	81	0
1	24	97	0
1	25	67	0
1	26	126	0
1	27	9	1
1	28	40	1
1	29	126	0
1	30	36	1
2	1	56	1
2	2	95	0
2	3	26	1
2	4	27	1
2	5	34	1
2	6	37	1
2	7	23	1
2	8	38	0
2	9	47	1
2	10	60	0
2	11	33	1
2	12	71	0
2	13	37	1
2	14	46	1
2	15	11	1
2	16	80	0
2	17	85	0
2	18	20	1
2	19	24	1
2	20	47	1
2	21	38	1
2	22	57	1
2	23	86	0
2	24	20	1
2	25	25	1
2	26	30	1
2	27	32	1
2	28	6	1
2	29	55	1
2	30	53	0
3	1	46	1
3	2	108	0
3	3	62	1
3	4	63	0
3	5	24	1
3	6	60	0
3	7	109	0
3	8	68	0
3	9	75	0
3	10	25	1
3	11	47	1
3	12	59	1
3	13	78	0
3	14	82	0
3	15	6	1
3	16	49	1
3	17	5	1
3	18	11	1
3	19	25	1
3	20	60	0
3	21	95	0
3	22	86	0
3	23	67	1
3	24	98	0
3	25	17	1
3	26	79	1
3	27	43	1
3	28	53	0
3	29	3	1
3	30	9	1
4	1	114	0
4	2	34	1
4	3	70	0
4	4	12	1
4	5	47	1
4	6	121	0
4	7	81	0
4	8	31	1
4	9	61	0
4	10	98	0
4	11	53	1
4	12	8	1
4	13	17	1
4	14	89	0
4	15	73	0
4	16	82	0
4	17	105	0
4	18	32	1
4	19	84	0
4	20	91	0
4	21	98	0
4	22	84	0
4	23	44	1
4	24	49	1
4	25	77	1
4	26	24	1
4	27	89	0
4	28	99	0
4	29	24	1
4	30	28	1
5	1	80	0
5	2	16	1
5	3	8	1
5	4	32	1
5	5	74	1
5	6	8	1
5	7	13	1
5	8	16	1
5	9	7	1
5	10	41	1
5	11	54	1
5	12	16	1
5	13	106	0
5	14	12	1
5	15	62	0
5	16	6	1
5	17	28	1
5	18	69	0
5	19	9	1
5	20	19	1
5	21	65	1
5	22	24	1
5	23	77	0
5	24	18	1
5	25	47	1
5	26	21	1
5	27	65	0
5	28	63	0
5	29	12	1
5	30	54	1
6	1	41	1
6	2	103	0
6	3	27	1
6	4	20	1
6	5	23	1
6	6	56	1
6	7	7	1
6	8	58	0
6	9	19	0
6	10	23	1
6	11	98	0
6	12	33	1
6	13	36	1
6	14	53	0
6	15	40	0
6	16	91	0
6	17	57	1
6	18	14	1
6	19	17	1
6	20	14	1
6	21	19	1
6	22	55	0
6	23	65	0
6	24	14	1
6	25	66	1
6	26	22	1
6	27	12	1
6	28	55	1
6	29	14	1
6	30	69	1
7	1	84	1
7	2	86	1
7	3	85	0
7	4	10	1
7	5	78	0
7	6	18	1
7	7	11	1
7	8	83	0
7	9	52	1
7	10	17	1
7	11	30	1
7	12	45	1
7	13	61	1
7	14	51	0
7	15	29	1
7	16	28	1
7	17	60	1
7	18	95	1
7	19	71	0
7	20	97	0
7	21	26	1
7	22	79	0
7	23	44	1
7	24	102	0
7	25	34	1
7	26	115	0
7	27	43	1
7	28	77	0
7	29	75	0
7	30	40	1
8	1	27	1
8	2	111	0
8	3	47	1
8	4	4	1
8	5	38	1
8	6	54	0
8	7	12	1
8	8	8	1
8	9	7	1
8	10	13	1
8	11	17	1
8	12	72	0
8	13	13	0
8	14	6	1
8	15	17	1
8	16	14	1
8	17	22	1
8	18	56	1
8	19	16	1
8	20	13	1
8	21	44	1
8	22	8	1
8	23	11	1
8	24	27	0
8	25	5	1
8	26	27	1
8	27	21	1
8	28	22	1
8	29	49	1
8	30	22	1
9	1	121	0
9	2	29	1
9	3	10	1
9	4	110	0
9	5	41	1
9	6	64	0
9	7	37	1
9	8	45	0
9	9	120	0
9	10	50	1
9	11	40	1
9	12	53	0
9	13	95	0
9	14	85	0
9	15	19	1
9	16	44	0
9	17	95	0
9	18	62	1
9	19	93	0
9	20	55	1
9	21	62	1
9	22	85	0
9	23	67	1
9	24	45	1
9	25	13	1
9	26	72	1
9	27	72	0
9	28	70	0
9	29	39	1
9	30	17	1
10	1	46	1
10	2	115	0
10	3	62	1
10	4	112	0
10	5	75	0
10	6	21	1
10	7	43	1
10	8	124	0
10	9	19	1
10	10	65	1
10	11	36	1
10	12	8	1
10	13	117	0
10	14	58	0
10	15	84	0
10	16	38	1
10	17	56	1
10	18	114	0
10	19	39	1
10	20	97	0
10	21	63	0
10	22	113	0
10	23	39	1
10	24	94	0
10	25	10	1
10	26	48	1
10	27	58	1
10	28	97	0
10	29	58	1
10	30	6	1
